grupo_sent_subcateg,A_NFO,A_NFR,A_NME,A_NEU,A_PFO,A_PFR,A_PME,D_NFO,D_NFR,D_NME,D_NEU,D_PFO,D_PFR,D_PME
petrusursus,0.09090909090909091,0.045454545454545456,0.045454545454545456,0.45454545454545453,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.0,0.16666666666666666,0.0,0.3333333333333333,0.0,0.5,0.0
pff2_2,0.0,0.0,0.16666666666666666,0.8333333333333334,0.0,0.0,0.0,0.0,0.14285714285714285,0.07142857142857142,0.5714285714285714,0.0,0.21428571428571427,0.0
pfsousa7,0.0,0.0,0.2,0.4,0.0,0.3,0.1,0.04918032786885246,0.13114754098360656,0.06557377049180328,0.4262295081967213,0.04918032786885246,0.19672131147540983,0.08196721311475409
ph_Dasein,0.0,0.16666666666666666,0.0,0.8333333333333334,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.5555555555555556,0.1111111111111111,0.0,0.0
phalm1234,0.06666666666666667,0.13333333333333333,0.0,0.4666666666666667,0.0,0.26666666666666666,0.06666666666666667,0.1,0.2,0.0,0.3,0.0,0.4,0.0
pheduarte,0.0,0.11764705882352941,0.0,0.4117647058823529,0.0,0.29411764705882354,0.17647058823529413,0.0,0.1111111111111111,0.0,0.4444444444444444,0.2222222222222222,0.1111111111111111,0.1111111111111111
phill89777220,0.0,0.0,0.14285714285714285,0.5714285714285714,0.0,0.14285714285714285,0.14285714285714285,0.0,0.2857142857142857,0.0,0.42857142857142855,0.14285714285714285,0.0,0.14285714285714285
philliiipi,0.0,0.16666666666666666,0.3333333333333333,0.5,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.4
pikachudegorro,0.0,0.4,0.2,0.2,0.0,0.2,0.0,0.09090909090909091,0.09090909090909091,0.0,0.5454545454545454,0.0,0.2727272727272727,0.0
pinguimanalulu,0.0,0.18181818181818182,0.0,0.2727272727272727,0.0,0.2727272727272727,0.2727272727272727,0.0,0.4,0.15,0.3,0.0,0.05,0.1
pinkfloydwaters,0.0,0.14285714285714285,0.2857142857142857,0.35714285714285715,0.0,0.14285714285714285,0.07142857142857142,0.0,0.3,0.0,0.5,0.0,0.2,0.0
pinkppuccino,0.027777777777777776,0.16666666666666666,0.041666666666666664,0.4444444444444444,0.05555555555555555,0.2222222222222222,0.041666666666666664,0.04477611940298507,0.22388059701492538,0.05970149253731343,0.40298507462686567,0.029850746268656716,0.19402985074626866,0.04477611940298507
pinkybuffay,0.0,0.0,0.0,0.75,0.0,0.25,0.0,0.08333333333333333,0.2916666666666667,0.08333333333333333,0.375,0.0,0.041666666666666664,0.125
piquidugoias,0.0,0.10526315789473684,0.15789473684210525,0.3684210526315789,0.05263157894736842,0.21052631578947367,0.10526315789473684,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.0,0.3333333333333333,0.0
pires_marizete,0.15384615384615385,0.07692307692307693,0.0,0.38461538461538464,0.23076923076923078,0.0,0.15384615384615385,0.0,0.13636363636363635,0.0,0.22727272727272727,0.18181818181818182,0.3181818181818182,0.13636363636363635
piresmarcia,0.1111111111111111,0.16666666666666666,0.0,0.4444444444444444,0.05555555555555555,0.16666666666666666,0.05555555555555555,0.0,0.15,0.025,0.55,0.025,0.2,0.05
pjharaujogmail1,0.0,0.0,0.0,0.6,0.0,0.4,0.0,0.0,0.07692307692307693,0.07692307692307693,0.6923076923076923,0.07692307692307693,0.07692307692307693,0.0
pkthunderblight,0.2,0.2,0.0,0.6,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0
plasmodiumman,0.0,0.2,0.0,0.6,0.0,0.1,0.1,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.0,0.14285714285714285,0.0
plnunes71,0.4,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.23076923076923078,0.15384615384615385,0.46153846153846156,0.07692307692307693,0.0,0.07692307692307693
pmtines,0.0,0.11764705882352941,0.058823529411764705,0.47058823529411764,0.0,0.35294117647058826,0.0,0.0,0.21428571428571427,0.0,0.2857142857142857,0.0,0.5,0.0
pohasil,0.0,0.2,0.0,0.4,0.0,0.2,0.2,0.0,0.2,0.2,0.4,0.0,0.2,0.0
poisonouzx,0.0,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.0,0.0,0.1111111111111111,0.125,0.125,0.0,0.375,0.25,0.125,0.0
pollycabral,0.0,0.0,0.0,0.7142857142857143,0.0,0.2857142857142857,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.5,0.0,0.14285714285714285,0.14285714285714285
poolmariel,0.0,0.19047619047619047,0.09523809523809523,0.5238095238095238,0.047619047619047616,0.047619047619047616,0.09523809523809523,0.0,0.041666666666666664,0.08333333333333333,0.5833333333333334,0.041666666666666664,0.041666666666666664,0.20833333333333334
porraavelan,0.0,0.0,0.125,0.75,0.125,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.2,0.2
porrafaell,0.0,0.16666666666666666,0.08333333333333333,0.4166666666666667,0.0,0.16666666666666666,0.16666666666666666,0.0,0.07142857142857142,0.0,0.35714285714285715,0.07142857142857142,0.2857142857142857,0.21428571428571427
powbbt,0.125,0.25,0.25,0.0,0.0,0.375,0.0,0.0,0.16666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.0
pqhelder,0.04878048780487805,0.17073170731707318,0.0975609756097561,0.2682926829268293,0.024390243902439025,0.2926829268292683,0.0975609756097561,0.0,0.09523809523809523,0.1111111111111111,0.38095238095238093,0.047619047619047616,0.2857142857142857,0.07936507936507936
pqnian,0.0,0.0,0.16666666666666666,0.5,0.0,0.16666666666666666,0.16666666666666666,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.0,0.1111111111111111,0.0
prajeanepinto,0.02197802197802198,0.12087912087912088,0.03296703296703297,0.42857142857142855,0.06593406593406594,0.21978021978021978,0.10989010989010989,0.0,0.12857142857142856,0.07142857142857142,0.44285714285714284,0.07142857142857142,0.22857142857142856,0.05714285714285714
prata_cristiane,0.09090909090909091,0.18181818181818182,0.0,0.45454545454545453,0.0,0.2727272727272727,0.0,0.0625,0.25,0.0625,0.375,0.0,0.1875,0.0625
praude_isis,0.04,0.08,0.04,0.76,0.0,0.04,0.04,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.5882352941176471,0.058823529411764705,0.058823529411764705,0.11764705882352941
predoviskky,0.0,0.2,0.1,0.4,0.1,0.2,0.0,0.2,0.0,0.2,0.2,0.0,0.4,0.0
prenanm,0.16666666666666666,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.42857142857142855,0.0,0.2857142857142857,0.0
pretararamarih,0.0,0.23076923076923078,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.38461538461538464,0.07692307692307693,0.0,0.0,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.0,0.0
prialeixosilva8,0.0,0.09090909090909091,0.09090909090909091,0.2727272727272727,0.0,0.36363636363636365,0.18181818181818182,0.0,0.08333333333333333,0.08333333333333333,0.5,0.08333333333333333,0.25,0.0
prideofmiotto,0.0625,0.0625,0.125,0.1875,0.0625,0.25,0.25,0.0,0.0,0.0,0.0,0.2,0.6,0.2
primadonnalet,0.0,0.1875,0.0625,0.3125,0.0625,0.375,0.0,0.0,0.25,0.125,0.25,0.25,0.125,0.0
priparra,0.1111111111111111,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.05555555555555555,0.16666666666666666,0.05555555555555555,0.0,0.0,0.0,0.2,0.4,0.2,0.2
prisci_lenta,0.0,0.2413793103448276,0.06896551724137931,0.2413793103448276,0.034482758620689655,0.3448275862068966,0.06896551724137931,0.0,0.0,0.1,0.2,0.0,0.7,0.0
prisciladupin,0.0,0.125,0.0,0.625,0.0,0.25,0.0,0.0,0.1111111111111111,0.0,0.3333333333333333,0.0,0.2222222222222222,0.3333333333333333
priscillariker,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.05555555555555555,0.2777777777777778,0.0,0.05263157894736842,0.2631578947368421,0.05263157894736842,0.3157894736842105,0.0,0.3157894736842105,0.0
prjair,0.041666666666666664,0.125,0.041666666666666664,0.4166666666666667,0.08333333333333333,0.041666666666666664,0.25,0.0,0.25,0.08333333333333333,0.5,0.0,0.0,0.16666666666666666
prluizclaudios1,0.0,0.16666666666666666,0.0,0.25,0.0,0.3333333333333333,0.25,0.0,0.0,0.0,0.5454545454545454,0.09090909090909091,0.18181818181818182,0.18181818181818182
prmoldes,0.0,0.0,0.2,0.6,0.0,0.2,0.0,0.0,0.0,0.2222222222222222,0.4444444444444444,0.0,0.1111111111111111,0.2222222222222222
pro_juliana,0.0,0.05263157894736842,0.0,0.5789473684210527,0.05263157894736842,0.3157894736842105,0.0,0.0,0.08333333333333333,0.0,0.5833333333333334,0.08333333333333333,0.08333333333333333,0.16666666666666666
profabiocozza,0.0,0.375,0.0,0.5,0.0,0.125,0.0,0.0,0.09090909090909091,0.0,0.45454545454545453,0.0,0.45454545454545453,0.0
profcezarmat,0.0,0.17647058823529413,0.11764705882352941,0.23529411764705882,0.0,0.29411764705882354,0.17647058823529413,0.0,0.2,0.0,0.2,0.0,0.4,0.2
profdanisl,0.0,0.08,0.0,0.4,0.08,0.16,0.28,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.5555555555555556,0.0,0.1111111111111111,0.05555555555555555
profdiogenes88,0.1111111111111111,0.0,0.0,0.6666666666666666,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0
professora_sim,0.03125,0.03125,0.125,0.53125,0.03125,0.15625,0.09375,0.058823529411764705,0.058823529411764705,0.17647058823529413,0.35294117647058826,0.058823529411764705,0.17647058823529413,0.11764705882352941
professorguilh2,0.14285714285714285,0.42857142857142855,0.0,0.2857142857142857,0.0,0.14285714285714285,0.0,0.0,0.18181818181818182,0.18181818181818182,0.2727272727272727,0.0,0.2727272727272727,0.09090909090909091
profjunior10,0.058823529411764705,0.11764705882352941,0.11764705882352941,0.38235294117647056,0.029411764705882353,0.11764705882352941,0.17647058823529413,0.041666666666666664,0.16666666666666666,0.16666666666666666,0.4166666666666667,0.041666666666666664,0.08333333333333333,0.08333333333333333
