grupo_sent_subcateg,A_NFO,A_NFR,A_NME,A_NEU,A_PFO,A_PFR,A_PME,D_NFO,D_NFR,D_NME,D_NEU,D_PFO,D_PFR,D_PME
eliasdosesc,0.22727272727272727,0.09090909090909091,0.0,0.36363636363636365,0.22727272727272727,0.0,0.09090909090909091,0.21428571428571427,0.0,0.07142857142857142,0.14285714285714285,0.42857142857142855,0.07142857142857142,0.07142857142857142
elielletras,0.36363636363636365,0.0,0.18181818181818182,0.45454545454545453,0.0,0.0,0.0,0.2413793103448276,0.0,0.13793103448275862,0.5517241379310345,0.06896551724137931,0.0,0.0
elis271277,0.30434782608695654,0.0,0.043478260869565216,0.34782608695652173,0.2608695652173913,0.0,0.043478260869565216,0.14285714285714285,0.07142857142857142,0.0,0.2857142857142857,0.5,0.0,0.0
elisa79831202,0.3,0.03333333333333333,0.21666666666666667,0.31666666666666665,0.11666666666666667,0.016666666666666666,0.0,0.3684210526315789,0.03508771929824561,0.10526315789473684,0.2982456140350877,0.07017543859649122,0.05263157894736842,0.07017543859649122
elisabethandra9,0.22727272727272727,0.0,0.18181818181818182,0.36363636363636365,0.13636363636363635,0.0,0.09090909090909091,0.4090909090909091,0.0,0.045454545454545456,0.2727272727272727,0.22727272727272727,0.045454545454545456,0.0
elisetemoschett,0.26666666666666666,0.06666666666666667,0.1,0.4666666666666667,0.03333333333333333,0.0,0.06666666666666667,0.125,0.0,0.25,0.5,0.125,0.0,0.0
elitonsimes,0.2857142857142857,0.0,0.0,0.5714285714285714,0.0,0.0,0.14285714285714285,0.16666666666666666,0.05555555555555555,0.2222222222222222,0.3888888888888889,0.05555555555555555,0.0,0.1111111111111111
elizabe48607216,0.2619047619047619,0.0,0.09523809523809523,0.38095238095238093,0.2619047619047619,0.0,0.0,0.1951219512195122,0.0,0.024390243902439025,0.36585365853658536,0.3902439024390244,0.0,0.024390243902439025
eloiza2403,0.0,0.0,0.0,0.2,0.7,0.1,0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.16666666666666666
eloyzealfaia,0.16666666666666666,0.0,0.0,0.5,0.3333333333333333,0.0,0.0,0.2857142857142857,0.0,0.0,0.42857142857142855,0.2857142857142857,0.0,0.0
elvisdimatos,0.3218390804597701,0.0,0.13793103448275862,0.2988505747126437,0.16091954022988506,0.011494252873563218,0.06896551724137931,0.2894736842105263,0.02631578947368421,0.15789473684210525,0.3157894736842105,0.07894736842105263,0.02631578947368421,0.10526315789473684
elysccp,0.15384615384615385,0.0,0.23076923076923078,0.46153846153846156,0.07692307692307693,0.07692307692307693,0.0,0.3333333333333333,0.0,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.0,0.1111111111111111
emannuel_sg,0.25,0.0,0.0,0.375,0.125,0.0,0.25,0.75,0.0,0.0,0.125,0.125,0.0,0.0
emanuel_arebolo,0.3382352941176471,0.007352941176470588,0.11764705882352941,0.3602941176470588,0.1323529411764706,0.007352941176470588,0.03676470588235294,0.3333333333333333,0.0,0.08333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.08333333333333333
emiliohonorio,0.18181818181818182,0.0,0.09090909090909091,0.5454545454545454,0.18181818181818182,0.0,0.0,0.25,0.0,0.08333333333333333,0.4166666666666667,0.25,0.0,0.0
emirfuchs,0.5333333333333333,0.0,0.06666666666666667,0.26666666666666666,0.13333333333333333,0.0,0.0,0.4,0.0,0.1,0.3,0.1,0.0,0.1
emmybarbanti,0.4,0.0,0.0,0.2,0.4,0.0,0.0,0.3333333333333333,0.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.0
endocrino_andre,0.6,0.0,0.0,0.4,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.4166666666666667,0.25,0.0,0.0
