grupo_sent_vader_subcateg,A_NFO,A_NFR,A_NME,A_NEU,A_PFO,A_PFR,A_PME,D_NFO,D_NFR,D_NME,D_NEU,D_PFO,D_PFR,D_PME
_dakath,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.35294117647058826,0.0,0.11764705882352941,0.17647058823529413,0.0,0.375,0.125,0.5,0.0,0.0,0.0
_djmalicia,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.3333333333333333,0.2,0.06666666666666667,0.13333333333333333,0.0,0.25,0.125,0.0,0.125,0.125,0.375
_eufariaaa_,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,0.0,0.0,0.0,0.2,0.2,0.0,0.4,0.0,0.0,0.2
_ginuvem,0.0,0.0,0.2,0.6,0.0,0.0,0.2,0.0,0.0,0.3333333333333333,0.5,0.0,0.0,0.16666666666666666
_goodstranger,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.19047619047619047,0.047619047619047616,0.19047619047619047,0.1,0.0,0.2,0.3,0.1,0.0,0.3
_henriquelima,0.16666666666666666,0.0,0.3333333333333333,0.5,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.13333333333333333,0.06666666666666667
_italodeleon,0.39285714285714285,0.10714285714285714,0.17857142857142858,0.07142857142857142,0.10714285714285714,0.03571428571428571,0.10714285714285714,0.4,0.04,0.24,0.08,0.04,0.08,0.12
_juaopaullo,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.08333333333333333,0.16666666666666666,0.25,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
_jucanela,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.1,0.0,0.4,0.3,0.0,0.0,0.2
_lacarvalho1,0.0,0.125,0.5,0.25,0.0,0.0,0.125,0.2727272727272727,0.18181818181818182,0.0,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.18181818181818182
_lalalalais,0.0,0.10526315789473684,0.2631578947368421,0.3684210526315789,0.05263157894736842,0.15789473684210525,0.05263157894736842,0.05,0.1,0.15,0.4,0.05,0.1,0.15
_leticiarx,0.3333333333333333,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.18181818181818182,0.09090909090909091,0.45454545454545453,0.09090909090909091,0.18181818181818182,0.0,0.0
_mariayeager,0.125,0.125,0.5,0.125,0.0,0.125,0.0,0.1875,0.0625,0.21875,0.28125,0.09375,0.03125,0.125
_memecute,0.25,0.16666666666666666,0.0,0.3333333333333333,0.0,0.08333333333333333,0.16666666666666666,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.46153846153846156,0.07692307692307693,0.07692307692307693,0.07692307692307693
_milenxC,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.45454545454545453,0.045454545454545456,0.0,0.13636363636363635,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0
_moonlightsz_,0.25,0.25,0.25,0.125,0.0,0.0,0.125,0.11764705882352941,0.0,0.058823529411764705,0.4117647058823529,0.11764705882352941,0.058823529411764705,0.23529411764705882
_nelsoncezar,0.0,0.07692307692307693,0.38461538461538464,0.3076923076923077,0.0,0.07692307692307693,0.15384615384615385,0.03333333333333333,0.06666666666666667,0.16666666666666666,0.5,0.03333333333333333,0.1,0.1
_olivernath,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285
_paodiqueijo,0.1111111111111111,0.16666666666666666,0.16666666666666666,0.5,0.05555555555555555,0.0,0.0,0.15789473684210525,0.07017543859649122,0.12280701754385964,0.5614035087719298,0.017543859649122806,0.0,0.07017543859649122
_pirlimpimpim,0.23809523809523808,0.14285714285714285,0.19047619047619047,0.23809523809523808,0.047619047619047616,0.0,0.14285714285714285,0.09090909090909091,0.0,0.18181818181818182,0.5454545454545454,0.0,0.09090909090909091,0.09090909090909091
_samarap,0.125,0.375,0.0,0.375,0.0,0.0,0.125,0.13793103448275862,0.3103448275862069,0.2413793103448276,0.1724137931034483,0.034482758620689655,0.10344827586206896,0.0
_samiravcs,0.0,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.15,0.1,0.45,0.2,0.05,0.0,0.05
_sanvilela,0.4,0.2,0.0,0.4,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.2,0.2
_serpenser,0.18181818181818182,0.0,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.0,0.36363636363636365,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
_slv_ale,0.05263157894736842,0.10526315789473684,0.2631578947368421,0.2631578947368421,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.0,0.0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666
_solara__,0.09090909090909091,0.09090909090909091,0.2727272727272727,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.15,0.1,0.15,0.25,0.05,0.15,0.15
_steeph,0.2631578947368421,0.0,0.05263157894736842,0.47368421052631576,0.05263157894736842,0.05263157894736842,0.10526315789473684,0.2857142857142857,0.2857142857142857,0.0,0.42857142857142855,0.0,0.0,0.0
_sweetbear,0.08333333333333333,0.20833333333333334,0.20833333333333334,0.3333333333333333,0.041666666666666664,0.0,0.125,0.15217391304347827,0.1956521739130435,0.21739130434782608,0.17391304347826086,0.0,0.13043478260869565,0.13043478260869565
_tcandido,0.125,0.09722222222222222,0.18055555555555555,0.3472222222222222,0.027777777777777776,0.1111111111111111,0.1111111111111111,0.13513513513513514,0.05405405405405406,0.05405405405405406,0.43243243243243246,0.02702702702702703,0.08108108108108109,0.21621621621621623
_thaisnery,0.2857142857142857,0.14285714285714285,0.0,0.42857142857142855,0.0,0.14285714285714285,0.0,0.3125,0.0,0.125,0.375,0.125,0.0625,0.0
_thasss_,0.0,0.11764705882352941,0.058823529411764705,0.4117647058823529,0.11764705882352941,0.058823529411764705,0.23529411764705882,0.2857142857142857,0.0,0.2857142857142857,0.14285714285714285,0.0,0.0,0.2857142857142857
_vregadas,0.2222222222222222,0.2222222222222222,0.0,0.3333333333333333,0.0,0.1111111111111111,0.1111111111111111,0.21052631578947367,0.0,0.10526315789473684,0.3157894736842105,0.0,0.21052631578947367,0.15789473684210525
_xXLEVIATHANXx_,0.0,0.0,0.0,0.4,0.2,0.0,0.4,0.0,0.0,0.0,0.2857142857142857,0.42857142857142855,0.0,0.2857142857142857
_yuriesteves,0.1935483870967742,0.0,0.16129032258064516,0.3548387096774194,0.0967741935483871,0.16129032258064516,0.03225806451612903,0.0,0.0,0.1875,0.5625,0.0,0.0,0.25
_zerella,0.08333333333333333,0.25,0.0,0.25,0.25,0.08333333333333333,0.08333333333333333,0.0,0.0,0.14285714285714285,0.8571428571428571,0.0,0.0,0.0
a_nathh,0.0,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.4,0.2,0.2,0.0,0.2,0.0,0.0
aaahcarol,0.17391304347826086,0.08695652173913043,0.043478260869565216,0.43478260869565216,0.13043478260869565,0.08695652173913043,0.043478260869565216,0.0,0.0,0.3333333333333333,0.5,0.0,0.0,0.16666666666666666
aandsou,0.09090909090909091,0.2727272727272727,0.36363636363636365,0.18181818181818182,0.0,0.09090909090909091,0.0,0.025,0.1,0.25,0.525,0.025,0.0,0.075
about1debs,0.0,0.1,0.2,0.3,0.0,0.4,0.0,0.2,0.0,0.4,0.4,0.0,0.0,0.0
abrabissima,0.0,0.0,0.2857142857142857,0.7142857142857143,0.0,0.0,0.0,0.10526315789473684,0.05263157894736842,0.15789473684210525,0.47368421052631576,0.0,0.10526315789473684,0.10526315789473684
acciodri,0.03571428571428571,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.03571428571428571,0.10714285714285714,0.10714285714285714,0.0,0.0,0.125,0.625,0.0,0.0,0.25
actaoficial,0.17391304347826086,0.043478260869565216,0.21739130434782608,0.30434782608695654,0.0,0.13043478260869565,0.13043478260869565,0.27586206896551724,0.034482758620689655,0.3103448275862069,0.20689655172413793,0.0,0.13793103448275862,0.034482758620689655
adamssxe,0.0,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.0,0.0,0.0,0.10526315789473684,0.05263157894736842,0.05263157894736842,0.3684210526315789,0.0,0.21052631578947367,0.21052631578947367
adilaflor,0.1956521739130435,0.08695652173913043,0.10869565217391304,0.391304347826087,0.043478260869565216,0.043478260869565216,0.13043478260869565,0.1,0.1,0.35,0.25,0.0,0.05,0.15
adlagiacomini,0.08433734939759036,0.060240963855421686,0.2289156626506024,0.37349397590361444,0.10843373493975904,0.03614457831325301,0.10843373493975904,0.07514450867052024,0.09826589595375723,0.18497109826589594,0.3063583815028902,0.09826589595375723,0.06936416184971098,0.1676300578034682
adorodogs,0.2857142857142857,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0,0.2857142857142857,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.36363636363636365,0.0,0.13636363636363635,0.13636363636363635
adrianolcp,0.13157894736842105,0.05263157894736842,0.15789473684210525,0.23684210526315788,0.21052631578947367,0.02631578947368421,0.18421052631578946,0.375,0.0,0.25,0.25,0.0,0.0,0.125
advogada320,0.29411764705882354,0.058823529411764705,0.17647058823529413,0.35294117647058826,0.058823529411764705,0.0,0.058823529411764705,0.3333333333333333,0.09523809523809523,0.14285714285714285,0.2857142857142857,0.0,0.09523809523809523,0.047619047619047616
ady_ferrer,0.15789473684210525,0.10526315789473684,0.2631578947368421,0.22807017543859648,0.05263157894736842,0.07017543859649122,0.12280701754385964,0.12598425196850394,0.09448818897637795,0.1732283464566929,0.3228346456692913,0.05511811023622047,0.10236220472440945,0.12598425196850394
aeciando,0.25,0.0,0.3,0.35,0.0,0.0,0.1,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0
afonsoborges,0.3,0.0,0.0,0.3,0.1,0.2,0.1,0.2,0.0,0.2,0.2,0.0,0.0,0.4
agagacita,0.08333333333333333,0.0,0.16666666666666666,0.5,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.0,0.2857142857142857,0.0
agataGo_,0.08333333333333333,0.08333333333333333,0.0,0.3333333333333333,0.0,0.0,0.5,0.13333333333333333,0.06666666666666667,0.0,0.4666666666666667,0.06666666666666667,0.13333333333333333,0.13333333333333333
agbutterx,0.5,0.125,0.125,0.125,0.0,0.0,0.125,0.15384615384615385,0.07692307692307693,0.3076923076923077,0.23076923076923078,0.0,0.07692307692307693,0.15384615384615385
aguiar_livia,0.0,0.125,0.125,0.5,0.125,0.125,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0
ahaskenna,0.0,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285,0.2,0.0,0.2,0.4,0.2,0.0,0.0
ajotinhaa,0.21052631578947367,0.10526315789473684,0.3157894736842105,0.15789473684210525,0.0,0.15789473684210525,0.05263157894736842,0.0,0.0,0.2,0.8,0.0,0.0,0.0
albertini_andre,0.1111111111111111,0.16666666666666666,0.16666666666666666,0.2222222222222222,0.05555555555555555,0.1111111111111111,0.16666666666666666,0.5555555555555556,0.0,0.0,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.0
alcidescfilho,0.0,0.2,0.2,0.6,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.6,0.0
alcysio,0.14035087719298245,0.07017543859649122,0.2631578947368421,0.22807017543859648,0.05263157894736842,0.05263157894736842,0.19298245614035087,0.22413793103448276,0.1724137931034483,0.15517241379310345,0.22413793103448276,0.05172413793103448,0.06896551724137931,0.10344827586206896
aleestefan,0.3053435114503817,0.05343511450381679,0.12213740458015267,0.1984732824427481,0.08396946564885496,0.05343511450381679,0.183206106870229,0.0,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.38461538461538464,0.0,0.23076923076923078
alenasgroove,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.15,0.075,0.075,0.325,0.025,0.2,0.15
alerabbit_,0.0,0.2,0.2,0.3,0.2,0.1,0.0,0.2222222222222222,0.0,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111
alex84504722,0.0,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.0,0.1111111111111111,0.1111111111111111,0.0,0.16666666666666666,0.16666666666666666,0.5,0.0,0.16666666666666666,0.0
alex_pinheiro,0.0,0.25,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.08333333333333333,0.2,0.1,0.3,0.1,0.0,0.2,0.1
alexandradiiias,0.14285714285714285,0.0,0.14285714285714285,0.42857142857142855,0.0,0.0,0.2857142857142857,0.20481927710843373,0.03614457831325301,0.10843373493975904,0.43373493975903615,0.060240963855421686,0.04819277108433735,0.10843373493975904
alexandremsena,0.15384615384615385,0.07692307692307693,0.38461538461538464,0.15384615384615385,0.0,0.15384615384615385,0.07692307692307693,0.2,0.0,0.4,0.2,0.0,0.0,0.2
alfredospira,0.10900473933649289,0.07582938388625593,0.2132701421800948,0.3459715639810427,0.037914691943127965,0.10426540284360189,0.11374407582938388,0.13333333333333333,0.11666666666666667,0.18333333333333332,0.36666666666666664,0.027777777777777776,0.03888888888888889,0.13333333333333333
alicipegar,0.25,0.0,0.0,0.25,0.125,0.0,0.375,0.0,0.0,0.2,0.4,0.2,0.2,0.0
alicyatorresss,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.125,0.375,0.0,0.25
aliensgoback,0.12903225806451613,0.06451612903225806,0.16129032258064516,0.45161290322580644,0.0,0.06451612903225806,0.12903225806451613,0.08695652173913043,0.21739130434782608,0.043478260869565216,0.34782608695652173,0.0,0.08695652173913043,0.21739130434782608
alissonsdc,0.0,0.0625,0.1875,0.4375,0.1875,0.0,0.125,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.5
allandospanos,0.1951219512195122,0.07317073170731707,0.1951219512195122,0.43902439024390244,0.04878048780487805,0.0,0.04878048780487805,0.041666666666666664,0.125,0.14583333333333334,0.2708333333333333,0.08333333333333333,0.020833333333333332,0.3125
allipert,0.10869565217391304,0.13043478260869565,0.1956521739130435,0.30434782608695654,0.0,0.08695652173913043,0.17391304347826086,0.1,0.2,0.15,0.4,0.05,0.0,0.1
almeidacm3,0.07042253521126761,0.11737089201877934,0.215962441314554,0.3427230046948357,0.051643192488262914,0.09389671361502347,0.107981220657277,0.0653061224489796,0.10204081632653061,0.2,0.3795918367346939,0.04081632653061224,0.07346938775510205,0.13877551020408163
alokaleona,0.1,0.1,0.2,0.1,0.3,0.0,0.2,0.07692307692307693,0.07692307692307693,0.46153846153846156,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.07692307692307693
altas_treta,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.26666666666666666,0.06666666666666667,0.2,0.13333333333333333,0.2,0.1,0.2,0.2,0.0,0.1,0.2
alucard_kpopper,0.17142857142857143,0.22857142857142856,0.11428571428571428,0.2571428571428571,0.02857142857142857,0.02857142857142857,0.17142857142857143,0.15,0.15,0.35,0.1,0.05,0.05,0.15
alvesidantas,0.21739130434782608,0.08695652173913043,0.13043478260869565,0.34782608695652173,0.08695652173913043,0.0,0.13043478260869565,0.16666666666666666,0.16666666666666666,0.1,0.13333333333333333,0.13333333333333333,0.2,0.1
alvineigra,0.2222222222222222,0.0,0.0,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.07142857142857142,0.07142857142857142,0.42857142857142855,0.21428571428571427,0.07142857142857142,0.0,0.14285714285714285
amandacalabriar,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.2222222222222222,0.0,0.4444444444444444,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111
amandaevelynl,0.42857142857142855,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0625,0.125,0.25,0.125,0.125,0.125,0.1875
amandafariaszzz,0.4,0.0,0.0,0.0,0.0,0.4,0.2,0.2857142857142857,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857
amandamalves18,0.2857142857142857,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.2857142857142857,0.0,0.2,0.2,0.4,0.2,0.0,0.0
amandiqq,0.09090909090909091,0.0,0.2727272727272727,0.36363636363636365,0.18181818181818182,0.0,0.09090909090909091,0.35714285714285715,0.07142857142857142,0.0,0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285
amanhatomelhor,0.375,0.125,0.25,0.125,0.0,0.0,0.125,0.0,0.3333333333333333,0.08333333333333333,0.5833333333333334,0.0,0.0,0.0
amgauna,0.047619047619047616,0.09523809523809523,0.19047619047619047,0.38095238095238093,0.047619047619047616,0.09523809523809523,0.14285714285714285,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.3333333333333333,0.0,0.08333333333333333,0.16666666666666666
ammoralemdavida,0.15789473684210525,0.10526315789473684,0.10526315789473684,0.42105263157894735,0.05263157894736842,0.10526315789473684,0.05263157894736842,0.18181818181818182,0.09090909090909091,0.2727272727272727,0.2727272727272727,0.0,0.09090909090909091,0.09090909090909091
amogatocatlove,0.25609756097560976,0.07317073170731707,0.17073170731707318,0.15853658536585366,0.04878048780487805,0.13414634146341464,0.15853658536585366,0.06451612903225806,0.12903225806451613,0.16129032258064516,0.3870967741935484,0.06451612903225806,0.16129032258064516,0.03225806451612903
amosiley,0.16666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.0,0.2,0.05,0.15,0.2,0.1,0.1,0.2
ana7_ju,0.07608695652173914,0.05434782608695652,0.25,0.3695652173913043,0.021739130434782608,0.09782608695652174,0.13043478260869565,0.07339449541284404,0.08256880733944955,0.1834862385321101,0.42201834862385323,0.027522935779816515,0.11009174311926606,0.10091743119266056
ana_pelicer,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,0.07142857142857142,0.07142857142857142,0.2857142857142857,0.0,0.0,0.16666666666666666,0.6666666666666666,0.0,0.16666666666666666,0.0
anaathanasio,0.16666666666666666,0.03333333333333333,0.16666666666666666,0.4,0.03333333333333333,0.13333333333333333,0.06666666666666667,0.0,0.0,0.0,0.4,0.0,0.2,0.4
anabee,0.13829787234042554,0.09574468085106383,0.26595744680851063,0.32978723404255317,0.02127659574468085,0.06382978723404255,0.0851063829787234,0.14285714285714285,0.08928571428571429,0.23214285714285715,0.21428571428571427,0.05357142857142857,0.10714285714285714,0.16071428571428573
anabernardi,0.14744801512287334,0.06427221172022685,0.15689981096408318,0.42911153119092627,0.035916824196597356,0.06427221172022685,0.10207939508506617,0.09366391184573003,0.06060606060606061,0.15151515151515152,0.465564738292011,0.07162534435261708,0.06060606060606061,0.09641873278236915
anabimota,0.2,0.04,0.12,0.2,0.2,0.12,0.12,0.4,0.0,0.0,0.0,0.2,0.0,0.4
anablblt,0.125,0.0,0.125,0.625,0.125,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.0
anacaiixeta,0.0,0.0,0.2,0.4,0.2,0.0,0.2,0.0,0.4,0.2,0.2,0.2,0.0,0.0
anacreisc392,0.0,0.0,0.0,0.4,0.0,0.2,0.4,0.0,0.16666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666
anacsmol,0.375,0.125,0.25,0.125,0.0,0.0,0.125,0.0,0.14285714285714285,0.23809523809523808,0.42857142857142855,0.047619047619047616,0.09523809523809523,0.047619047619047616
anadetroia,0.04,0.12,0.12,0.28,0.04,0.2,0.2,0.13333333333333333,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.0,0.2,0.2
anaelisabacon,0.0,0.1111111111111111,0.0,0.3333333333333333,0.2222222222222222,0.0,0.3333333333333333,0.0,0.0,0.2,0.6,0.2,0.0,0.0
anaherdy,0.14516129032258066,0.12903225806451613,0.14516129032258066,0.2903225806451613,0.03225806451612903,0.12903225806451613,0.12903225806451613,0.12686567164179105,0.06716417910447761,0.22388059701492538,0.34328358208955223,0.041044776119402986,0.0708955223880597,0.12686567164179105
anaiisc_,0.0,0.14285714285714285,0.0,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,0.0,0.2222222222222222,0.5555555555555556,0.0,0.0,0.2222222222222222
analuizab86,0.038461538461538464,0.11538461538461539,0.2692307692307692,0.4230769230769231,0.0,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.3076923076923077,0.15384615384615385,0.23076923076923078,0.0,0.0,0.15384615384615385
anatomydead,0.0,0.16666666666666666,0.25,0.25,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.13793103448275862,0.13793103448275862,0.13793103448275862,0.4482758620689655,0.034482758620689655,0.06896551724137931,0.034482758620689655
anatuitando,0.0,0.2,0.4,0.0,0.2,0.0,0.2,0.1,0.3,0.1,0.4,0.0,0.1,0.0
andersazevedo,0.0,0.07692307692307693,0.15384615384615385,0.5384615384615384,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.375,0.0,0.375,0.125,0.125,0.0
andersondrews,0.03225806451612903,0.0,0.06451612903225806,0.12903225806451613,0.03225806451612903,0.0,0.7419354838709677,0.057692307692307696,0.17307692307692307,0.07692307692307693,0.36538461538461536,0.019230769230769232,0.15384615384615385,0.15384615384615385
andressabussm,0.1,0.4,0.1,0.1,0.2,0.0,0.1,0.4,0.2,0.2,0.2,0.0,0.0,0.0
andygnada,0.1111111111111111,0.16666666666666666,0.2222222222222222,0.16666666666666666,0.1111111111111111,0.05555555555555555,0.16666666666666666,0.15384615384615385,0.07692307692307693,0.15384615384615385,0.5384615384615384,0.07692307692307693,0.0,0.0
anevves,0.25,0.0,0.25,0.375,0.0,0.0,0.125,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.3333333333333333
angelcaiudoceu,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.4166666666666667,0.0,0.08333333333333333,0.08333333333333333,0.0,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.0,0.2857142857142857,0.14285714285714285
angelixxc,0.0,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0
aninhamofatto,0.10784313725490197,0.10784313725490197,0.18627450980392157,0.28431372549019607,0.0392156862745098,0.16666666666666666,0.10784313725490197,0.13432835820895522,0.08955223880597014,0.14925373134328357,0.34328358208955223,0.05970149253731343,0.13432835820895522,0.08955223880597014
anjo_azul1,0.1141552511415525,0.0867579908675799,0.2511415525114155,0.3242009132420091,0.0045662100456621,0.0547945205479452,0.1643835616438356,0.1256544502617801,0.09424083769633508,0.2617801047120419,0.3298429319371728,0.010471204188481676,0.07329842931937172,0.10471204188481675
anna_pestilli,0.10869565217391304,0.06521739130434782,0.10869565217391304,0.4782608695652174,0.06521739130434782,0.06521739130434782,0.10869565217391304,0.04950495049504951,0.07425742574257425,0.15346534653465346,0.43564356435643564,0.019801980198019802,0.06930693069306931,0.19801980198019803
annauchoa_,0.1111111111111111,0.18518518518518517,0.2222222222222222,0.2962962962962963,0.037037037037037035,0.1111111111111111,0.037037037037037035,0.05555555555555555,0.1388888888888889,0.05555555555555555,0.4444444444444444,0.1388888888888889,0.1111111111111111,0.05555555555555555
annystonreal,0.041666666666666664,0.125,0.16666666666666666,0.125,0.08333333333333333,0.125,0.3333333333333333,0.13793103448275862,0.0,0.10344827586206896,0.5862068965517241,0.06896551724137931,0.034482758620689655,0.06896551724137931
antoniio_87,0.17647058823529413,0.11764705882352941,0.11764705882352941,0.35294117647058826,0.058823529411764705,0.0,0.17647058823529413,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.0,0.1111111111111111,0.0
antoniosabenca,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,0.0,0.42857142857142855,0.0,0.0,0.4,0.0,0.6,0.0,0.0,0.0
antunxs2,0.0,0.4,0.4,0.2,0.0,0.0,0.0,0.5,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666
anysperfection,0.45454545454545453,0.09090909090909091,0.18181818181818182,0.2727272727272727,0.0,0.0,0.0,0.047619047619047616,0.047619047619047616,0.09523809523809523,0.38095238095238093,0.2857142857142857,0.0,0.14285714285714285
apanselmo,0.061946902654867256,0.07079646017699115,0.18584070796460178,0.26548672566371684,0.061946902654867256,0.12389380530973451,0.23008849557522124,0.02185792349726776,0.10382513661202186,0.12568306010928962,0.3825136612021858,0.12568306010928962,0.08196721311475409,0.15846994535519127
apocombr,0.0,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.0,0.0,0.3333333333333333,0.0,0.0,0.2,0.5333333333333333,0.0,0.13333333333333333,0.13333333333333333
apoisongirl,0.0,0.0,0.0,0.2,0.4,0.2,0.2,0.0,0.0,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.0
aquela_vadia,0.058823529411764705,0.09803921568627451,0.17647058823529413,0.37254901960784315,0.0784313725490196,0.09803921568627451,0.11764705882352941,0.045454545454545456,0.13636363636363635,0.18181818181818182,0.4318181818181818,0.06818181818181818,0.022727272727272728,0.11363636363636363
aquelaprofagab,0.2,0.0,0.1,0.3,0.1,0.0,0.3,0.2222222222222222,0.2222222222222222,0.0,0.1111111111111111,0.2222222222222222,0.0,0.2222222222222222
arachelcomch,0.4,0.0,0.2,0.4,0.0,0.0,0.0,0.06666666666666667,0.13333333333333333,0.26666666666666666,0.2,0.06666666666666667,0.13333333333333333,0.13333333333333333
aredeinfo,0.07407407407407407,0.07407407407407407,0.0,0.5555555555555556,0.07407407407407407,0.037037037037037035,0.18518518518518517,0.03571428571428571,0.07142857142857142,0.07142857142857142,0.6071428571428571,0.07142857142857142,0.07142857142857142,0.07142857142857142
arianaismypride,0.09090909090909091,0.0,0.2727272727272727,0.45454545454545453,0.18181818181818182,0.0,0.0,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.46153846153846156,0.07692307692307693,0.07692307692307693,0.07692307692307693
arielbife,0.047619047619047616,0.047619047619047616,0.19047619047619047,0.47619047619047616,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.0,0.14285714285714285,0.14285714285714285,0.35714285714285715,0.21428571428571427,0.07142857142857142,0.07142857142857142
arq_poc,0.08823529411764706,0.14705882352941177,0.29411764705882354,0.17647058823529413,0.0,0.14705882352941177,0.14705882352941177,0.05,0.05,0.15,0.55,0.05,0.05,0.1
arrobamartina,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.4444444444444444,0.1111111111111111,0.0,0.0,0.125,0.125,0.125,0.375,0.0,0.0,0.25
artesanodeserto,0.18181818181818182,0.09090909090909091,0.36363636363636365,0.18181818181818182,0.18181818181818182,0.0,0.0,0.09090909090909091,0.0,0.36363636363636365,0.2727272727272727,0.0,0.0,0.2727272727272727
