grupo_sent_vader_subcateg,A_NFO,A_NFR,A_NME,A_NEU,A_PFO,A_PFR,A_PME,D_NFO,D_NFR,D_NME,D_NEU,D_PFO,D_PFR,D_PME
srsprouse,0.1111111111111111,0.05555555555555555,0.2777777777777778,0.2777777777777778,0.05555555555555555,0.05555555555555555,0.16666666666666666,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857
srta_liberato,0.15384615384615385,0.3076923076923077,0.07692307692307693,0.3076923076923077,0.0,0.0,0.15384615384615385,0.4,0.2,0.0,0.4,0.0,0.0,0.0
ssaksellaw,0.0625,0.25,0.0625,0.0625,0.1875,0.125,0.25,0.0,0.0,0.2857142857142857,0.2857142857142857,0.0,0.2857142857142857,0.14285714285714285
ssauliv,0.4166666666666667,0.0,0.25,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0
stalingrada_,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.4,0.2,0.06666666666666667,0.13333333333333333,0.4444444444444444,0.0,0.1111111111111111,0.3333333333333333,0.0,0.1111111111111111,0.0
standardLuc,0.12,0.24,0.2,0.24,0.0,0.04,0.16,0.09090909090909091,0.0,0.0,0.6363636363636364,0.0,0.0,0.2727272727272727
starkidoswin,0.6,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.2
stefanyschm,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,0.125,0.5,0.0,0.125,0.125,0.125,0.0
stenionobrega,0.3333333333333333,0.16666666666666666,0.0,0.5,0.0,0.0,0.0,0.1111111111111111,0.0,0.2222222222222222,0.4444444444444444,0.0,0.1111111111111111,0.1111111111111111
stillinxski,0.18181818181818182,0.0,0.45454545454545453,0.18181818181818182,0.0,0.09090909090909091,0.09090909090909091,0.2857142857142857,0.14285714285714285,0.0,0.14285714285714285,0.0,0.2857142857142857,0.14285714285714285
stnmanu,0.0,0.07692307692307693,0.15384615384615385,0.3076923076923077,0.15384615384615385,0.23076923076923078,0.07692307692307693,0.1,0.2,0.2,0.4,0.0,0.05,0.05
stuntedone,0.19047619047619047,0.09523809523809523,0.14285714285714285,0.23809523809523808,0.09523809523809523,0.09523809523809523,0.14285714285714285,0.14285714285714285,0.0,0.42857142857142855,0.42857142857142855,0.0,0.0,0.0
styIzhabit,0.23529411764705882,0.058823529411764705,0.11764705882352941,0.29411764705882354,0.0,0.0,0.29411764705882354,0.0,0.09090909090909091,0.18181818181818182,0.36363636363636365,0.0,0.2727272727272727,0.09090909090909091
suckerforjoseph,0.0,0.16666666666666666,0.16666666666666666,0.5,0.0,0.0,0.16666666666666666,0.0,0.2,0.0,0.6,0.0,0.2,0.0
suckless_gnomo,0.2727272727272727,0.18181818181818182,0.2727272727272727,0.18181818181818182,0.0,0.09090909090909091,0.0,0.0,0.14285714285714285,0.8571428571428571,0.0,0.0,0.0,0.0
sudemuner,0.2,0.0,0.1,0.4,0.0,0.1,0.2,0.03571428571428571,0.14285714285714285,0.21428571428571427,0.42857142857142855,0.0,0.07142857142857142,0.10714285714285714
sungjooyoongi,0.21428571428571427,0.07142857142857142,0.07142857142857142,0.21428571428571427,0.07142857142857142,0.21428571428571427,0.14285714285714285,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.2727272727272727,0.18181818181818182,0.09090909090909091,0.0
sunshinnez,0.2,0.13333333333333333,0.13333333333333333,0.3333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.0,0.0
surrasquinho_,0.1111111111111111,0.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.0,0.1111111111111111,0.1111111111111111,0.0,0.3333333333333333
taaybritto,0.1,0.0,0.1,0.4,0.1,0.2,0.1,0.125,0.1875,0.125,0.3125,0.0625,0.1875,0.0
tabsmora,0.0,0.1,0.1,0.7,0.0,0.1,0.0,0.25,0.25,0.25,0.125,0.0,0.0,0.125
taidemais,0.0,0.2,0.6,0.0,0.0,0.0,0.2,0.14035087719298245,0.07017543859649122,0.21052631578947367,0.2982456140350877,0.08771929824561403,0.08771929824561403,0.10526315789473684
talita_pirralha,0.10989010989010989,0.08791208791208792,0.1684981684981685,0.29304029304029305,0.08424908424908426,0.08424908424908426,0.17216117216117216,0.18253968253968253,0.10317460317460317,0.1984126984126984,0.2619047619047619,0.007936507936507936,0.11904761904761904,0.12698412698412698
tang3l,0.18181818181818182,0.18181818181818182,0.2727272727272727,0.2727272727272727,0.0,0.0,0.09090909090909091,0.23076923076923078,0.07692307692307693,0.3076923076923077,0.07692307692307693,0.0,0.15384615384615385,0.15384615384615385
tantemeeere,0.14285714285714285,0.0,0.09523809523809523,0.38095238095238093,0.14285714285714285,0.047619047619047616,0.19047619047619047,0.16,0.12,0.12,0.4,0.08,0.0,0.12
tardiswyatt,0.09090909090909091,0.13636363636363635,0.22727272727272727,0.13636363636363635,0.18181818181818182,0.18181818181818182,0.045454545454545456,0.5,0.07142857142857142,0.0,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.14285714285714285
tatianabichara,0.16,0.04,0.10666666666666667,0.4533333333333333,0.06666666666666667,0.04,0.13333333333333333,0.08163265306122448,0.12244897959183673,0.22448979591836735,0.3469387755102041,0.061224489795918366,0.04081632653061224,0.12244897959183673
tatianeerbr_,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.0,0.0,0.0,0.05263157894736842,0.21052631578947367,0.3157894736842105,0.2631578947368421,0.0,0.05263157894736842,0.10526315789473684
taziamendes,0.025,0.025,0.0625,0.5875,0.2125,0.0125,0.075,0.012345679012345678,0.012345679012345678,0.06172839506172839,0.5555555555555556,0.20987654320987653,0.012345679012345678,0.13580246913580246
tcamillasanches,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.0,0.1111111111111111,0.0,0.0,0.25,0.25,0.5,0.0,0.0,0.0
tchacktk,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.5,0.25,0.125,0.0,0.5,0.0,0.0,0.125
tchaunenem,0.0,0.4,0.2,0.4,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142,0.21428571428571427,0.35714285714285715,0.0,0.07142857142857142,0.21428571428571427
teawsila,0.0,0.0,0.4,0.4,0.0,0.0,0.2,0.3076923076923077,0.0,0.07692307692307693,0.23076923076923078,0.23076923076923078,0.07692307692307693,0.07692307692307693
tecane,0.0,0.3333333333333333,0.08333333333333333,0.4166666666666667,0.0,0.0,0.16666666666666666,0.0,0.2,0.0,0.8,0.0,0.0,0.0
teozzao,0.0,0.16666666666666666,0.08333333333333333,0.3333333333333333,0.08333333333333333,0.08333333333333333,0.25,0.16666666666666666,0.16666666666666666,0.2222222222222222,0.3333333333333333,0.0,0.05555555555555555,0.05555555555555555
terezaraqll,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.0,0.14285714285714285,0.0,0.1111111111111111,0.0,0.1111111111111111,0.4444444444444444,0.0,0.3333333333333333,0.0
thaaii_z,0.2,0.4,0.2,0.0,0.0,0.0,0.2,0.18181818181818182,0.0,0.45454545454545453,0.2727272727272727,0.0,0.09090909090909091,0.0
thaarcii,0.16666666666666666,0.0,0.08333333333333333,0.25,0.25,0.08333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.5,0.0,0.0,0.16666666666666666,0.16666666666666666
thainaracrf1,0.0,0.2,0.4,0.0,0.2,0.2,0.0,0.14285714285714285,0.14285714285714285,0.0,0.42857142857142855,0.0,0.14285714285714285,0.14285714285714285
thaiscpmacedo,0.0,0.1111111111111111,0.16666666666666666,0.4444444444444444,0.0,0.1111111111111111,0.16666666666666666,0.15789473684210525,0.10526315789473684,0.21052631578947367,0.3684210526315789,0.0,0.05263157894736842,0.10526315789473684
thaispereira,0.25925925925925924,0.07407407407407407,0.12345679012345678,0.2839506172839506,0.08641975308641975,0.037037037037037035,0.13580246913580246,0.1179245283018868,0.09905660377358491,0.1509433962264151,0.4056603773584906,0.0330188679245283,0.09905660377358491,0.09433962264150944
thamy_moraes,0.07142857142857142,0.14285714285714285,0.09523809523809523,0.35714285714285715,0.09523809523809523,0.023809523809523808,0.21428571428571427,0.10714285714285714,0.07142857142857142,0.21428571428571427,0.2857142857142857,0.07142857142857142,0.07142857142857142,0.17857142857142858
thanjoniel,0.1111111111111111,0.2222222222222222,0.0,0.3333333333333333,0.0,0.1111111111111111,0.2222222222222222,0.2,0.2,0.2,0.2,0.0,0.0,0.2
thatianap,0.047619047619047616,0.09523809523809523,0.09523809523809523,0.42857142857142855,0.09523809523809523,0.09523809523809523,0.14285714285714285,0.13333333333333333,0.06666666666666667,0.26666666666666666,0.3333333333333333,0.0,0.06666666666666667,0.13333333333333333
thatianecruz,0.0,0.18181818181818182,0.36363636363636365,0.18181818181818182,0.0,0.0,0.2727272727272727,0.12,0.0,0.08,0.36,0.12,0.2,0.12
thauaneaa,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1,0.0,0.1,0.3,0.1,0.0,0.4
thaynaccunha,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.3888888888888889,0.0,0.05555555555555555,0.2222222222222222
theatreofchaos,0.14285714285714285,0.21428571428571427,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.2857142857142857,0.07142857142857142,0.35714285714285715,0.07142857142857142,0.14285714285714285,0.0,0.07142857142857142
theewk,0.0,0.0,0.2,0.6,0.0,0.2,0.0,0.13333333333333333,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.2
theonewthkatys,0.125,0.125,0.25,0.25,0.125,0.0,0.125,0.25,0.0,0.125,0.25,0.0,0.25,0.125
thezewill,0.16666666666666666,0.0,0.16666666666666666,0.5,0.0,0.16666666666666666,0.0,0.1,0.05,0.2,0.3,0.05,0.1,0.2
thiabolico,0.25,0.0,0.1,0.4,0.05,0.05,0.15,0.2,0.04,0.2,0.24,0.08,0.04,0.2
thiagorolemberg,0.275,0.15,0.125,0.175,0.05,0.025,0.2,0.13333333333333333,0.03333333333333333,0.15,0.31666666666666665,0.11666666666666667,0.08333333333333333,0.16666666666666666
thlsouza,0.3333333333333333,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,0.3333333333333333,0.6,0.0,0.2,0.2,0.0,0.0,0.0
thxlau,0.13333333333333333,0.2,0.06666666666666667,0.3333333333333333,0.0,0.26666666666666666,0.0,0.03125,0.21875,0.15625,0.34375,0.03125,0.125,0.09375
tiagros,0.0,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0
timao_oliveiraa,0.07407407407407407,0.1111111111111111,0.25925925925925924,0.2962962962962963,0.037037037037037035,0.037037037037037035,0.18518518518518517,0.09375,0.10416666666666667,0.20833333333333334,0.3333333333333333,0.041666666666666664,0.10416666666666667,0.11458333333333333
tinytinniemari,0.125,0.0,0.25,0.375,0.0,0.25,0.0,0.125,0.0625,0.28125,0.21875,0.0,0.1875,0.125
tom_nomo,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.3888888888888889,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.125,0.125,0.0,0.375,0.25,0.0,0.125
tommorgadx,0.16,0.08,0.24,0.16,0.04,0.12,0.2,0.08045977011494253,0.09195402298850575,0.12643678160919541,0.40229885057471265,0.06896551724137931,0.11494252873563218,0.11494252873563218
tonahbrisa,0.16666666666666666,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.0,0.07142857142857142,0.21428571428571427
tonlaaserda,0.13333333333333333,0.06666666666666667,0.0,0.8,0.0,0.0,0.0,0.25,0.0,0.0,0.625,0.0,0.0,0.125
tontonzudo,0.15789473684210525,0.05263157894736842,0.15789473684210525,0.21052631578947367,0.15789473684210525,0.15789473684210525,0.10526315789473684,0.23076923076923078,0.038461538461538464,0.19230769230769232,0.19230769230769232,0.11538461538461539,0.07692307692307693,0.15384615384615385
tonyferrreira,0.125,0.0,0.25,0.25,0.125,0.125,0.125,0.0,0.4,0.4,0.0,0.0,0.0,0.2
towntomlinson,0.23529411764705882,0.35294117647058826,0.17647058823529413,0.17647058823529413,0.0,0.0,0.058823529411764705,0.09523809523809523,0.047619047619047616,0.19047619047619047,0.3333333333333333,0.19047619047619047,0.0,0.14285714285714285
transgrediu,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.07142857142857142,0.0,0.35714285714285715,0.21428571428571427,0.07142857142857142,0.14285714285714285,0.14285714285714285
trindadeeeeexx,0.2,0.2,0.0,0.0,0.0,0.4,0.2,0.3333333333333333,0.0,0.3333333333333333,0.16666666666666666,0.0,0.0,0.16666666666666666
trocadofacil,0.2,0.0,0.2,0.2,0.4,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.6,0.0
troqueimeunick,0.08333333333333333,0.0,0.16666666666666666,0.5,0.0,0.0,0.25,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.0,0.14285714285714285,0.14285714285714285,0.0
trpaixao,0.375,0.0,0.375,0.0,0.125,0.0,0.125,0.14285714285714285,0.0,0.2857142857142857,0.42857142857142855,0.0,0.0,0.14285714285714285
ttmlsn,0.5,0.0,0.0,0.3333333333333333,0.0,0.0,0.16666666666666666,0.0625,0.0,0.3125,0.25,0.0625,0.1875,0.125
tuttogelosa,0.1282051282051282,0.1282051282051282,0.28205128205128205,0.2564102564102564,0.05128205128205128,0.05128205128205128,0.10256410256410256,0.2,0.1,0.2,0.1,0.0,0.3,0.1
uaiGabriel,0.07142857142857142,0.21428571428571427,0.0,0.42857142857142855,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.2727272727272727,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.0,0.18181818181818182,0.0
uairayanee,0.1111111111111111,0.16666666666666666,0.2222222222222222,0.05555555555555555,0.0,0.1111111111111111,0.3333333333333333,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.36363636363636365,0.0,0.0,0.18181818181818182
uarenothreat,0.2,0.4,0.0,0.4,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.3333333333333333,0.0,0.3333333333333333
uasabi_,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.4,0.06666666666666667,0.13333333333333333,0.2,0.0625,0.0625,0.125,0.4375,0.0625,0.125,0.125
ues_batista,0.25,0.0,0.1875,0.375,0.125,0.0,0.0625,0.2,0.2,0.2,0.26666666666666666,0.06666666666666667,0.0,0.06666666666666667
ueyastelles,0.0,0.0,0.0,0.3333333333333333,0.1111111111111111,0.0,0.5555555555555556,0.0,0.18181818181818182,0.18181818181818182,0.36363636363636365,0.0,0.18181818181818182,0.09090909090909091
ultrravioIence,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.06451612903225806,0.0967741935483871,0.06451612903225806,0.5806451612903226,0.0967741935483871,0.03225806451612903,0.06451612903225806
umaoutraopiniao,0.3114754098360656,0.08196721311475409,0.16393442622950818,0.2786885245901639,0.03278688524590164,0.03278688524590164,0.09836065573770492,0.20454545454545456,0.20454545454545456,0.09090909090909091,0.18181818181818182,0.0,0.13636363636363635,0.18181818181818182
umbomlatino,0.0,0.0,0.21428571428571427,0.2857142857142857,0.2857142857142857,0.07142857142857142,0.14285714285714285,0.15384615384615385,0.3076923076923077,0.07692307692307693,0.15384615384615385,0.11538461538461539,0.11538461538461539,0.07692307692307693
umdenos_,0.05263157894736842,0.05263157894736842,0.21052631578947367,0.2631578947368421,0.2631578947368421,0.0,0.15789473684210525,0.2222222222222222,0.0,0.5555555555555556,0.1111111111111111,0.1111111111111111,0.0,0.0
umsalvegeral,0.3333333333333333,0.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.0,0.5,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0
underIaine,0.14761904761904762,0.06190476190476191,0.18095238095238095,0.3047619047619048,0.10476190476190476,0.0761904761904762,0.12380952380952381,0.1044776119402985,0.0945273631840796,0.15920398009950248,0.3482587064676617,0.0945273631840796,0.06467661691542288,0.13432835820895522
unicornsftw,0.29411764705882354,0.17647058823529413,0.0,0.4117647058823529,0.058823529411764705,0.058823529411764705,0.0,0.1875,0.125,0.0,0.25,0.0625,0.3125,0.0625
uno4portas,0.2857142857142857,0.0,0.5714285714285714,0.14285714285714285,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.2,0.2
urameshssa,0.125,0.09615384615384616,0.21153846153846154,0.25961538461538464,0.057692307692307696,0.11538461538461539,0.1346153846153846,0.13432835820895522,0.04477611940298507,0.16417910447761194,0.373134328358209,0.11940298507462686,0.04477611940298507,0.11940298507462686
urenotfollowing,0.25,0.125,0.125,0.375,0.0,0.125,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.2
v43463826,0.3333333333333333,0.16666666666666666,0.08333333333333333,0.3333333333333333,0.0,0.0,0.08333333333333333,0.25,0.125,0.0,0.375,0.0,0.25,0.0
vImcx3,0.125,0.0,0.25,0.25,0.125,0.125,0.125,0.2903225806451613,0.06451612903225806,0.1935483870967742,0.2903225806451613,0.06451612903225806,0.0,0.0967741935483871
v_jukia,0.2,0.0,0.2,0.4,0.0,0.0,0.2,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.0,0.2727272727272727,0.09090909090909091
vacaholografica,0.2857142857142857,0.0,0.2857142857142857,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.0,0.0,0.0
vadgil,0.15384615384615385,0.15384615384615385,0.23076923076923078,0.3076923076923077,0.0,0.15384615384615385,0.0,0.125,0.25,0.0,0.3125,0.0625,0.1875,0.0625
valcris15011791,0.19413919413919414,0.047619047619047616,0.12454212454212454,0.3443223443223443,0.11721611721611722,0.05860805860805861,0.11355311355311355,0.17564870259481039,0.09580838323353294,0.16766467065868262,0.313373253493014,0.07984031936127745,0.08782435129740519,0.07984031936127745
valeriando4ever,0.21739130434782608,0.17391304347826086,0.13043478260869565,0.2608695652173913,0.0,0.13043478260869565,0.08695652173913043,0.0,0.0,0.16666666666666666,0.6666666666666666,0.0,0.0,0.16666666666666666
valsantosls,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.2,0.3,0.1,0.1,0.0,0.1,0.2
vamochico,0.3076923076923077,0.0,0.15384615384615385,0.38461538461538464,0.07692307692307693,0.0,0.07692307692307693,0.0,0.05263157894736842,0.15789473684210525,0.47368421052631576,0.05263157894736842,0.10526315789473684,0.15789473684210525
vampire_twink,0.4,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.4,0.0,0.2,0.2
vanerodrigues,0.13043478260869565,0.06521739130434782,0.2608695652173913,0.1956521739130435,0.06521739130434782,0.08695652173913043,0.1956521739130435,0.05263157894736842,0.10526315789473684,0.10526315789473684,0.42105263157894735,0.0,0.2631578947368421,0.05263157894736842
vanessa22nob,0.2153846153846154,0.13846153846153847,0.2153846153846154,0.15384615384615385,0.06153846153846154,0.12307692307692308,0.09230769230769231,0.07142857142857142,0.21428571428571427,0.07142857142857142,0.21428571428571427,0.07142857142857142,0.14285714285714285,0.21428571428571427
vanianinah,0.13043478260869565,0.0,0.2608695652173913,0.391304347826087,0.08695652173913043,0.043478260869565216,0.08695652173913043,0.043478260869565216,0.0,0.08695652173913043,0.6521739130434783,0.043478260869565216,0.043478260869565216,0.13043478260869565
vbfri,0.0,0.07692307692307693,0.07692307692307693,0.5384615384615384,0.0,0.07692307692307693,0.23076923076923078,0.11428571428571428,0.08571428571428572,0.14285714285714285,0.37142857142857144,0.08571428571428572,0.08571428571428572,0.11428571428571428
vcoelho__,0.25,0.16666666666666666,0.25,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.25,0.0,0.0,0.375,0.0,0.125,0.25
veennust,0.22580645161290322,0.0967741935483871,0.12903225806451613,0.22580645161290322,0.0967741935483871,0.03225806451612903,0.1935483870967742,0.0,0.0,0.0,0.2,0.0,0.8,0.0
veganahcomunah,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.2,0.0,0.0,0.4
veiadosgato_,0.13636363636363635,0.18181818181818182,0.09090909090909091,0.3181818181818182,0.0,0.09090909090909091,0.18181818181818182,0.2962962962962963,0.1111111111111111,0.25925925925925924,0.07407407407407407,0.07407407407407407,0.1111111111111111,0.07407407407407407
verysweetmango,0.16666666666666666,0.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.375,0.0,0.125,0.25,0.0,0.125,0.125
vicentt_1,0.4,0.2,0.0,0.0,0.0,0.0,0.4,0.2,0.2,0.2,0.0,0.2,0.2,0.0
victorbreno91,0.08333333333333333,0.0,0.08333333333333333,0.5,0.16666666666666666,0.0,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.0,0.4166666666666667,0.08333333333333333,0.0,0.25
victorhvgo,0.125,0.125,0.08333333333333333,0.375,0.08333333333333333,0.125,0.08333333333333333,0.2,0.1,0.1,0.5,0.0,0.1,0.0
victorsunga,0.19047619047619047,0.09523809523809523,0.23809523809523808,0.2857142857142857,0.0,0.09523809523809523,0.09523809523809523,0.047619047619047616,0.14285714285714285,0.09523809523809523,0.5714285714285714,0.0,0.09523809523809523,0.047619047619047616
viktorduttra,0.21428571428571427,0.0,0.07142857142857142,0.2857142857142857,0.07142857142857142,0.14285714285714285,0.21428571428571427,0.19230769230769232,0.11538461538461539,0.07692307692307693,0.3076923076923077,0.07692307692307693,0.15384615384615385,0.07692307692307693
viniciusjuniorx,0.3,0.1,0.2,0.1,0.0,0.2,0.1,0.09090909090909091,0.0,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.45454545454545453
viniciussexto,0.1984126984126984,0.0873015873015873,0.14285714285714285,0.23809523809523808,0.10317460317460317,0.06349206349206349,0.16666666666666666,0.18518518518518517,0.07407407407407407,0.16049382716049382,0.2345679012345679,0.12345679012345678,0.1111111111111111,0.1111111111111111
vinicsgomes,0.1875,0.0625,0.1875,0.4375,0.0,0.0,0.125,0.037037037037037035,0.18518518518518517,0.14814814814814814,0.37037037037037035,0.07407407407407407,0.14814814814814814,0.037037037037037035
vinniciusassiz,0.14634146341463414,0.12195121951219512,0.14634146341463414,0.2682926829268293,0.04878048780487805,0.12195121951219512,0.14634146341463414,0.125,0.0,0.125,0.625,0.0,0.0,0.125
virginiasousa,0.13953488372093023,0.09302325581395349,0.16279069767441862,0.3023255813953488,0.08139534883720931,0.09302325581395349,0.12790697674418605,0.12631578947368421,0.06315789473684211,0.1736842105263158,0.42105263157894735,0.02631578947368421,0.06842105263157895,0.12105263157894737
visualgabe,0.2,0.0,0.1,0.4,0.0,0.1,0.2,0.11538461538461539,0.23076923076923078,0.19230769230769232,0.19230769230769232,0.07692307692307693,0.038461538461538464,0.15384615384615385
vita_minha,0.1,0.0,0.3,0.1,0.0,0.2,0.3,0.1,0.3,0.2,0.0,0.0,0.0,0.4
vitcansada,0.0,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2,0.0,0.1,0.4,0.0,0.2,0.1
vitinhohugodm,0.21052631578947367,0.0,0.2631578947368421,0.2631578947368421,0.10526315789473684,0.0,0.15789473684210525,0.37037037037037035,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.14814814814814814,0.07407407407407407,0.07407407407407407
vitordornelles,0.26666666666666666,0.1,0.1,0.2,0.16666666666666666,0.0,0.16666666666666666,0.14285714285714285,0.14285714285714285,0.17857142857142858,0.14285714285714285,0.25,0.07142857142857142,0.07142857142857142
vitorflash,0.12307692307692308,0.09230769230769231,0.2,0.3230769230769231,0.03076923076923077,0.1076923076923077,0.12307692307692308,0.08333333333333333,0.08333333333333333,0.20833333333333334,0.3958333333333333,0.0625,0.125,0.041666666666666664
vitormarttins,0.0,0.15789473684210525,0.15789473684210525,0.47368421052631576,0.0,0.15789473684210525,0.05263157894736842,0.0,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.0,0.0,0.2857142857142857
viturdgs,0.3,0.0,0.1,0.1,0.1,0.2,0.2,0.2,0.0,0.4,0.4,0.0,0.0,0.0
vivianehipolito,0.03571428571428571,0.14285714285714285,0.21428571428571427,0.35714285714285715,0.03571428571428571,0.07142857142857142,0.14285714285714285,0.0,0.3,0.1,0.3,0.1,0.1,0.1
vncslm,0.2,0.0,0.4,0.2,0.2,0.0,0.0,0.125,0.0,0.375,0.25,0.0,0.125,0.125
vnssalin,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.0,0.1875,0.10416666666666667,0.14583333333333334,0.25,0.10416666666666667,0.020833333333333332,0.1875
vol3ifa,0.0,0.125,0.0,0.625,0.25,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.4
volcaniclana,0.29411764705882354,0.23529411764705882,0.17647058823529413,0.17647058823529413,0.0,0.0,0.11764705882352941,0.15384615384615385,0.23076923076923078,0.15384615384615385,0.23076923076923078,0.07692307692307693,0.0,0.15384615384615385
vsoliveira13,0.25,0.0,0.0,0.125,0.0,0.375,0.25,0.0,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.0,0.0
wagnerlucio59,0.14285714285714285,0.16666666666666666,0.21428571428571427,0.16666666666666666,0.07142857142857142,0.07142857142857142,0.16666666666666666,0.1346153846153846,0.11538461538461539,0.1346153846153846,0.38461538461538464,0.038461538461538464,0.09615384615384616,0.09615384615384616
waitinpurpxse,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.2,0.2,0.1,0.4,0.0,0.0,0.1
wannabecharlie6,0.0,0.0,0.0,0.6,0.0,0.0,0.4,0.0,0.0,0.0,0.6,0.0,0.0,0.4
warezende,0.12345679012345678,0.08641975308641975,0.14814814814814814,0.3950617283950617,0.04938271604938271,0.037037037037037035,0.16049382716049382,0.10526315789473684,0.10526315789473684,0.2631578947368421,0.3157894736842105,0.05263157894736842,0.05263157894736842,0.10526315789473684
weissmanlm,0.3076923076923077,0.15384615384615385,0.15384615384615385,0.23076923076923078,0.15384615384615385,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,0.14285714285714285
welingtonc2020,0.03260869565217391,0.059782608695652176,0.11413043478260869,0.3967391304347826,0.14130434782608695,0.08152173913043478,0.17391304347826086,0.2222222222222222,0.0,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.0,0.1111111111111111
wenniowette,0.2222222222222222,0.0,0.2222222222222222,0.1111111111111111,0.0,0.0,0.4444444444444444,0.2857142857142857,0.0,0.2857142857142857,0.42857142857142855,0.0,0.0,0.0
whateveridunno,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.45454545454545453,0.09090909090909091,0.045454545454545456,0.045454545454545456,0.5,0.0,0.2,0.0,0.2,0.0,0.1
